1701829807.150907927,0,0,0,0.5,0.5,0.5,0.5
1701829808.150507343,0,0,0,0.5,0.5,0.5,0.5
1701829809.150651894,0,0,0,0.5,0.5,0.5,0.5
1701829810.150662143,0,0,0,0.5,0.5,0.5,0.5
1701829811.150613591,0,0,0,0.5,0.5,0.5,0.5
1701829812.153543915,0,0,0,0.5,0.5,0.5,0.5
1701829813.150666510,0,0,0,0.5,0.5,0.5,0.5
1701829814.151010993,0,0,0,0.5,0.5,0.5,0.5
1701829815.150975255,0,0,0,0.5,0.5,0.5,0.5
1701829816.156553143,0,0,0,0.5,0.5,0.5,0.5
1701829817.154620407,0,0,0,0.5,0.5,0.5,0.5
1701829818.151295296,0,0,0,0.5,0.5,0.5,0.5
1701829819.151349582,0,0,0,0.5,0.5,0.5,0.5
1701833073.826397431,0,0,0,0.5,0.5,0.5,0.5
1701833074.826161363,0,0,0,0.5,0.5,0.5,0.5
1701833075.826243834,0,0,0,0.5,0.5,0.5,0.5
1701833076.825846727,0,0,0,0.5,0.5,0.5,0.5
1701833077.825928164,0,0,0,0.5,0.5,0.5,0.5
1701833078.826219936,0,0,0,0.5,0.5,0.5,0.5
1701833079.825893529,0,0,0,0.5,0.5,0.5,0.5
1701833080.826314869,0,0,0,0.5,0.5,0.5,0.5
1701833081.825747020,0,0,0,0.5,0.5,0.5,0.5
1701833082.826277126,0,0,0,0.5,0.5,0.5,0.5
1701833083.825965746,0,0,0,0.5,0.5,0.5,0.5
1701833084.825863103,0,0,0,0.5,0.5,0.5,0.5
1701833085.826283403,0,0,0,0.5,0.5,0.5,0.5
1701833086.826151723,0,0,0,0.5,0.5,0.5,0.5
1701833087.826060676,0,0,0,0.5,0.5,0.5,0.5
1701833088.826041061,0,0,0,0.5,0.5,0.5,0.5
1701833089.829797558,0,0,0,0.5,0.5,0.5,0.5
1701833090.828430478,0,0,0,0.5,0.5,0.5,0.5
1701833091.828574461,0,0,0,0.5,0.5,0.5,0.5
1701833092.828194666,0,0,0,0.5,0.5,0.5,0.5
1701833093.828112008,0,0,0,0.5,0.5,0.5,0.5
1701833094.826471147,0,0,0,0.5,0.5,0.5,0.5
1701833095.826366850,0,0,0,0.5,0.5,0.5,0.5
1701833096.826430488,0,0,0,0.5,0.5,0.5,0.5
1701833097.826455757,0,0,0,0.5,0.5,0.5,0.5
1701833098.826432356,0,0,0,0.5,0.5,0.5,0.5
1701833099.826672291,0,0,0,0.5,0.5,0.5,0.5
1701833100.826360945,0,0,0,0.5,0.5,0.5,0.5
1701833101.826565142,0,0,0,0.5,0.5,0.5,0.5
1701833102.826297559,0,0,0,0.5,0.5,0.5,0.5
1701833103.826484616,0,0,0,0.5,0.5,0.5,0.5
1701833104.826560601,0,0,0,0.5,0.5,0.5,0.5
1701833105.826587317,0,0,0,0.5,0.5,0.5,0.5
1701833106.826486259,0,0,0,0.5,0.5,0.5,0.5
1701833107.826257530,0,0,0,0.5,0.5,0.5,0.5
1701833108.826895849,0,0,0,0.5,0.5,0.5,0.5
1701833109.826738383,0,0,0,0.5,0.5,0.5,0.5
1701833110.826973855,0,0,0,0.5,0.5,0.5,0.5
1701833111.826258537,0,0,0,0.5,0.5,0.5,0.5
1701833112.826483270,0,0,0,0.5,0.5,0.5,0.5
1701833113.826399626,0,0,0,0.5,0.5,0.5,0.5
1701833114.826231709,0,0,0,0.5,0.5,0.5,0.5
1701833115.826479732,0,0,0,0.5,0.5,0.5,0.5
1701833116.826319776,0,0,0,0.5,0.5,0.5,0.5
1701833117.826624861,0,0,0,0.5,0.5,0.5,0.5
1701833118.826505266,0,0,0,0.5,0.5,0.5,0.5
1701833119.826366500,0,0,0,0.5,0.5,0.5,0.5
1701833120.826315565,0,0,0,0.5,0.5,0.5,0.5
1701833121.826716071,0,0,0,0.5,0.5,0.5,0.5
1701833122.826387989,0,0,0,0.5,0.5,0.5,0.5
1701833123.826377544,0,0,0,0.5,0.5,0.5,0.5
1701833124.827351651,0,0,0,0.5,0.5,0.5,0.5
1701833125.826275344,0,0,0,0.5,0.5,0.5,0.5
1701833126.826400791,0,0,0,0.5,0.5,0.5,0.5
1701833127.826437365,0,0,0,0.5,0.5,0.5,0.5
1701833128.826018160,0,0,0,0.5,0.5,0.5,0.5
1701833129.826803707,0,0,0,0.5,0.5,0.5,0.5
1701833130.826277151,0,0,0,0.5,0.5,0.5,0.5
1701833131.827502068,0,0,0,0.5,0.5,0.5,0.5
1701833132.826315960,0,0,0,0.5,0.5,0.5,0.5
1701833133.826193308,0,0,0,0.5,0.5,0.5,0.5
1701833134.826232794,0,0,0,0.5,0.5,0.5,0.5
1701833135.826449401,0,0,0,0.5,0.5,0.5,0.5
1701833136.825953932,0,0,0,0.5,0.5,0.5,0.5
1701833137.826098200,0,0,0,0.5,0.5,0.5,0.5
1701833138.826577401,0,0,0,0.5,0.5,0.5,0.5
1701833139.825898110,0,0,0,0.5,0.5,0.5,0.5
1701833140.827009787,0,0,0,0.5,0.5,0.5,0.5
1701833141.826729664,0,0,0,0.5,0.5,0.5,0.5
1701833142.826373560,0,0,0,0.5,0.5,0.5,0.5
1701833143.826312590,0,0,0,0.5,0.5,0.5,0.5
1701833144.826536354,0,0,0,0.5,0.5,0.5,0.5
1701833145.827151958,0,0,0,0.5,0.5,0.5,0.5
1701833146.826693868,0,0,0,0.5,0.5,0.5,0.5
1701833147.826656919,0,0,0,0.5,0.5,0.5,0.5
1701833148.826954609,0,0,0,0.5,0.5,0.5,0.5
1701833149.826483299,0,0,0,0.5,0.5,0.5,0.5
1701833150.826826937,0,0,0,0.5,0.5,0.5,0.5
1701833151.827113502,0,0,0,0.5,0.5,0.5,0.5
1701833152.826773680,0,0,0,0.5,0.5,0.5,0.5
1701833153.826226484,0,0,0,0.5,0.5,0.5,0.5
1701833154.826310432,0,0,0,0.5,0.5,0.5,0.5
1701833155.826413205,0,0,0,0.5,0.5,0.5,0.5
1701833156.826389111,0,0,0,0.5,0.5,0.5,0.5
1701833157.826459638,0,0,0,0.5,0.5,0.5,0.5
1701833158.826392488,0,0,0,0.5,0.5,0.5,0.5
1701833159.826992984,0,0,0,0.5,0.5,0.5,0.5
1701833160.826456780,0,0,0,0.5,0.5,0.5,0.5
1701833161.826799726,0,0,0,0.5,0.5,0.5,0.5
1701833162.826278379,0,0,0,0.5,0.5,0.5,0.5
1701833163.827007285,0,0,0,0.5,0.5,0.5,0.5
1701833164.826261387,0,0,0,0.5,0.5,0.5,0.5
1701833165.826519041,0,0,0,0.5,0.5,0.5,0.5
1701833166.826931523,0,0,0,0.5,0.5,0.5,0.5
1701833167.826593516,0,0,0,0.5,0.5,0.5,0.5
1701833168.826484842,0,0,0,0.5,0.5,0.5,0.5
1701833169.827099810,0,0,0,0.5,0.5,0.5,0.5
1701833170.826509678,0,0,0,0.5,0.5,0.5,0.5
1701833171.826359582,0,0,0,0.5,0.5,0.5,0.5
1701833172.826321516,0,0,0,0.5,0.5,0.5,0.5
1701833173.826304577,0,0,0,0.5,0.5,0.5,0.5
1701833174.826706172,0,0,0,0.5,0.5,0.5,0.5
1701833175.826405781,0,0,0,0.5,0.5,0.5,0.5
1701833176.826654030,0,0,0,0.5,0.5,0.5,0.5
1701833177.826920706,0,0,0,0.5,0.5,0.5,0.5
1701833178.826280487,0,0,0,0.5,0.5,0.5,0.5
1701833179.826631015,0,0,0,0.5,0.5,0.5,0.5
1701833180.826451559,0,0,0,0.5,0.5,0.5,0.5
1701833181.826432032,0,0,0,0.5,0.5,0.5,0.5
1701833182.826311431,0,0,0,0.5,0.5,0.5,0.5
1701833183.826685268,0,0,0,0.5,0.5,0.5,0.5
1701833184.826593120,0,0,0,0.5,0.5,0.5,0.5
1701833185.826484796,0,0,0,0.5,0.5,0.5,0.5
1701833186.826667408,0,0,0,0.5,0.5,0.5,0.5
